"iccid","msisdn","startTime(UTC)","endTime(UTC)","bytes","mcc","mnc","promotionName"
"'8944503005178103547","'882360002172534","2018-05-01 09:00:05","2018-05-01 09:03:54","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168685945","'882360001273437","2018-05-01 09:00:05","2018-05-01 09:04:04","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168690739","'882360001273916","2018-05-01 09:00:05","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168618329","'447937721675","2018-05-01 09:00:05","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686182","'882360001273461","2018-05-01 09:00:05","2018-05-01 09:04:06","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168618071","'447937721650","2018-05-01 09:00:05","2018-05-01 09:04:06","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168687388","'882360001273581","2018-05-01 09:00:05","2018-05-01 09:04:07","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168685333","'882360001273376","2018-05-01 09:00:05","2018-05-01 09:04:07","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168691406","'882360001273983","2018-05-01 09:00:06","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350600","'882360001616560","2018-05-01 09:00:06","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168617404","'447937721583","2018-05-01 09:00:06","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944200007314030184","'447414408019","2018-05-01 09:00:06","2018-05-01 09:00:06","7168","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500510178222398","'882360002712994","2018-05-01 09:00:06","2018-05-01 09:00:11","1024","'706","'01","UKJ 5MB@2.10 OU 0.45 USD GPSTech Z2A"
"'8944501702168690333","'882360001273876","2018-05-01 09:00:06","2018-05-01 09:04:02","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686414","'882360001273484","2018-05-01 09:00:06","2018-05-01 09:04:02","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168689137","'882360001273756","2018-05-01 09:00:06","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349990","'882360001616499","2018-05-01 09:00:06","2018-05-01 09:04:07","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168688493","'882360001273692","2018-05-01 09:00:06","2018-05-01 09:04:07","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168616661","'447937721509","2018-05-01 09:00:06","2018-05-01 09:04:08","1024","'234","'10","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350949","'882360001616594","2018-05-01 09:00:06","2018-05-01 09:04:13","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684088","'882360001273251","2018-05-01 09:00:06","2018-05-01 09:04:15","1024","'234","'10","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349040","'882360001616404","2018-05-01 09:00:06","2018-05-01 09:04:35","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005179728318","'882360002185011","2018-05-01 09:00:06","2018-05-01 09:30:06","1024","'302","'610","UKJ BES5 LR@14 USD PER MB"
"'8944501702168690838","'882360001273926","2018-05-01 09:00:06","2018-05-01 09:04:02","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168691109","'882360001273953","2018-05-01 09:00:06","2018-05-01 09:04:03","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005178102812","'882360002172461","2018-05-01 09:00:06","2018-05-01 09:04:03","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684385","'882360001273281","2018-05-01 09:00:06","2018-05-01 09:04:02","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350683","'882360001616568","2018-05-01 09:00:06","2018-05-01 09:04:06","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349362","'882360001616436","2018-05-01 09:00:06","2018-05-01 09:04:06","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168617263","'447937721569","2018-05-01 09:00:06","2018-05-01 09:04:06","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684609","'882360001273303","2018-05-01 09:00:06","2018-05-01 09:04:08","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168687107","'882360001273553","2018-05-01 09:00:06","2018-05-01 09:04:08","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350923","'882360001616592","2018-05-01 09:00:06","2018-05-01 09:04:14","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168688659","'882360001273708","2018-05-01 09:00:06","2018-05-01 09:04:04","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349735","'882360001616473","2018-05-01 09:00:06","2018-05-01 09:04:04","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350048","'882360001616504","2018-05-01 09:00:06","2018-05-01 09:04:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169351251","'882360001616625","2018-05-01 09:00:06","2018-05-01 09:04:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350410","'882360001616541","2018-05-01 09:00:06","2018-05-01 09:04:18","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168616604","'447937721503","2018-05-01 09:00:06","2018-05-01 09:04:04","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684724","'882360001273315","2018-05-01 09:00:06","2018-05-01 09:04:05","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349453","'882360001616445","2018-05-01 09:00:06","2018-05-01 09:04:05","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168691257","'882360001273968","2018-05-01 09:00:06","2018-05-01 09:04:09","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350287","'882360001616528","2018-05-01 09:00:06","2018-05-01 09:04:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169351400","'882360001616640","2018-05-01 09:00:06","2018-05-01 09:04:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349446","'882360001616444","2018-05-01 09:00:06","2018-05-01 09:04:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686745","'882360001273517","2018-05-01 09:00:06","2018-05-01 09:04:11","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168618246","'447937721667","2018-05-01 09:00:06","2018-05-01 09:04:11","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169346541","'11835882694","2018-05-01 09:00:06","2018-05-01 09:01:53","2048","'630","'01","UKA 5MB@6.45 OU 0.95 USD VT"
"'8944503005179759891","'882360002492699","2018-05-01 09:00:07","2018-05-01 09:02:03","1024","'370","'02","UKJ 2MB@2.15 OU 1.00 USD"
"'8944501702168691141","'882360001273957","2018-05-01 09:00:07","2018-05-01 09:04:05","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005178103117","'882360002172491","2018-05-01 09:00:07","2018-05-01 09:03:55","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686760","'882360001273519","2018-05-01 09:00:07","2018-05-01 09:04:02","1024","'234","'33","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169351087","'882360001616608","2018-05-01 09:00:07","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169351236","'882360001616623","2018-05-01 09:00:07","2018-05-01 09:04:07","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168685929","'882360001273435","2018-05-01 09:00:07","2018-05-01 09:04:07","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684989","'882360001273341","2018-05-01 09:00:07","2018-05-01 09:04:08","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349586","'882360001616458","2018-05-01 09:00:07","2018-05-01 09:04:11","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168691067","'882360001273949","2018-05-01 09:00:07","2018-05-01 09:04:14","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944500501169415638","'882360001195563","2018-05-01 09:00:07","2018-05-01 09:30:07","1024","'302","'610","UKJ BES5 LR@14 USD PER MB"
"'8944503005179900107","'882360002506720","2018-05-01 09:00:07","2018-05-01 09:00:30","1024","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179861028","'882360002502812","2018-05-01 09:00:07","2018-05-01 09:03:04","3072","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944501201168618196","'447937721662","2018-05-01 09:00:07","2018-05-01 09:04:02","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350758","'882360001616575","2018-05-01 09:00:07","2018-05-01 09:04:04","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168685713","'882360001273414","2018-05-01 09:00:07","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168618212","'447937721664","2018-05-01 09:00:07","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350584","'882360001616558","2018-05-01 09:00:07","2018-05-01 09:04:02","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168685937","'882360001273436","2018-05-01 09:00:07","2018-05-01 09:04:06","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168617776","'447937721620","2018-05-01 09:00:07","2018-05-01 09:04:07","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684591","'882360001273302","2018-05-01 09:00:07","2018-05-01 09:04:08","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168688055","'882360001273648","2018-05-01 09:00:07","2018-05-01 09:04:08","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349222","'882360001616422","2018-05-01 09:00:07","2018-05-01 09:04:09","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350550","'882360001616555","2018-05-01 09:00:07","2018-05-01 09:04:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168690234","'882360001273866","2018-05-01 09:00:07","2018-05-01 09:04:33","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168618816","'447937721724","2018-05-01 09:00:07","2018-05-01 09:04:03","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168685978","'882360001273440","2018-05-01 09:00:07","2018-05-01 09:04:04","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349073","'882360001616407","2018-05-01 09:00:07","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168688691","'882360001273712","2018-05-01 09:00:07","2018-05-01 09:04:05","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349313","'882360001616431","2018-05-01 09:00:07","2018-05-01 09:04:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349057","'882360001616405","2018-05-01 09:00:07","2018-05-01 09:04:10","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168690754","'882360001273918","2018-05-01 09:00:07","2018-05-01 09:04:12","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168617636","'447937721606","2018-05-01 09:00:07","2018-05-01 09:04:12","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349958","'882360001616495","2018-05-01 09:00:07","2018-05-01 09:04:13","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944200007314029400","'447414407941","2018-05-01 09:00:07","2018-05-01 09:00:07","46080","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005178103158","'882360002172495","2018-05-01 09:00:07","2018-05-01 09:03:57","68608","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168690762","'882360001273919","2018-05-01 09:00:07","2018-05-01 09:04:02","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168617644","'447937721607","2018-05-01 09:00:07","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168689145","'882360001273757","2018-05-01 09:00:07","2018-05-01 09:04:06","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168690309","'882360001273873","2018-05-01 09:00:07","2018-05-01 09:04:07","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168618451","'447937721688","2018-05-01 09:00:07","2018-05-01 09:04:08","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168618980","'447937721741","2018-05-01 09:00:07","2018-05-01 09:04:09","1024","'234","'10","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169348919","'882360001616391","2018-05-01 09:00:07","2018-05-01 09:04:09","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168685291","'882360001273372","2018-05-01 09:00:07","2018-05-01 09:04:10","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684294","'882360001273272","2018-05-01 09:00:07","2018-05-01 09:04:10","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168689632","'882360001273806","2018-05-01 09:00:07","2018-05-01 09:04:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686265","'882360001273469","2018-05-01 09:00:07","2018-05-01 09:04:14","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005178148161","'882360002176996","2018-05-01 09:00:07","2018-05-01 09:30:07","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944501108169012321","'882360000421232","2018-05-01 09:00:08","2018-05-01 09:02:15","1024","'310","'410","UKJ 1MB@1.00 OU 0.80 USD TTW"
"'8944501201168617560","'447937721599","2018-05-01 09:00:08","2018-05-01 09:04:04","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944200007278021351","'447414312136","2018-05-01 09:00:08","2018-05-01 09:00:08","68608","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179872561","'882360002503966","2018-05-01 09:00:08","2018-05-01 09:00:25","2048","'234","'15","UKJ EU 10MB@1.96 OU 0.30 GBP IoTSIM"
"'8944503005178113785","'882360002173558","2018-05-01 09:00:08","2018-05-01 09:00:27","2048","'234","'15","UKJ EU 10MB@1.96 OU 0.30 GBP IoTSIM"
"'8944501204168926288","'882360001295471","2018-05-01 09:00:08","2018-05-01 09:03:33","5120","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944501410158426367","'447937582479","2018-05-01 09:00:08","2018-05-01 09:00:57","1024","'310","'260","UKJ 10MB@2.45 OU 0.80 USD"
"'8944501702168690424","'882360001273885","2018-05-01 09:00:08","2018-05-01 09:04:03","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168690127","'882360001273855","2018-05-01 09:00:08","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350352","'882360001616535","2018-05-01 09:00:08","2018-05-01 09:04:06","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684427","'882360001273285","2018-05-01 09:00:08","2018-05-01 09:04:08","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168616869","'447937721529","2018-05-01 09:00:08","2018-05-01 09:04:13","4096","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169708823","'882360001652382","2018-05-01 09:00:08","2018-05-01 09:05:16","1024","'310","'260","UKJ 5MB@2.38 OU 0.80 USD"
"'8944503005179769239","'882360002493633","2018-05-01 09:00:08","2018-05-01 09:15:49","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944503005179900081","'882360002506718","2018-05-01 09:00:08","2018-05-01 09:00:31","1024","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944501702168686976","'882360001273540","2018-05-01 09:00:08","2018-05-01 09:04:02","3072","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168685432","'882360001273386","2018-05-01 09:00:08","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168616828","'447937721525","2018-05-01 09:00:08","2018-05-01 09:04:07","1024","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168688501","'882360001273693","2018-05-01 09:00:08","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168688683","'882360001273711","2018-05-01 09:00:08","2018-05-01 09:04:05","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005178058071","'882360002167987","2018-05-01 09:00:08","2018-05-01 09:03:10","1024","'334","'03","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944502511169349917","'882360001616491","2018-05-01 09:00:08","2018-05-01 09:04:10","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502010148260915","'447509154091","2018-05-01 09:00:08","2018-05-01 09:04:25","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501702168723985","'882360001275241","2018-05-01 09:00:08","2018-05-01 09:04:28","4096","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944501702168689079","'882360001273750","2018-05-01 09:00:08","2018-05-01 09:00:10","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169520590","'882360001633559","2018-05-01 09:00:08","2018-05-01 09:00:10","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944503005179875929","'882360002504302","2018-05-01 09:00:08","2018-05-01 09:00:10","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169350733","'882360001616573","2018-05-01 09:00:08","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168689467","'882360001273789","2018-05-01 09:00:08","2018-05-01 09:04:07","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168774715","'882360001280314","2018-05-01 09:00:08","2018-05-01 09:05:20","3072","'234","'33","UKJ 10MB@2.10 OU 0.50 GBP RT"
"'8944501702168914972","'882360001294340","2018-05-01 09:00:08","2018-05-01 09:30:08","1024","'208","'01","UKJ BES5 LR@14 USD PER MB"
"'8944502511169327525","'882360001614252","2018-05-01 09:00:08","2018-05-01 09:31:07","11264","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944502511169674215","'882360001648921","2018-05-01 09:00:08","2018-05-01 09:16:38","1024","'310","'260","UKJ 3MB@0.95 OU 0.45 USD M2MG Z3"
"'8944502712138155969","'447937835596","2018-05-01 09:00:09","2018-05-01 09:00:22","1024","'204","'08","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944501702168684328","'882360001273275","2018-05-01 09:00:09","2018-05-01 09:03:22","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944500510178262287","'882360002716983","2018-05-01 09:00:09","2018-05-01 09:00:33","1024","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944501702168689442","'882360001273787","2018-05-01 09:00:09","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168689756","'882360001273818","2018-05-01 09:00:09","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169351103","'882360001616610","2018-05-01 09:00:09","2018-05-01 09:04:07","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350634","'882360001616563","2018-05-01 09:00:09","2018-05-01 09:04:15","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8901260881205876468","'17876695162","2018-05-01 09:00:09","2018-05-01 09:00:10","1024","'310","'260","UKTM 5MB@1.30 OU 0.65 USD ITech UKTM"
"'8944502511169350675","'882360001616567","2018-05-01 09:00:09","2018-05-01 09:04:04","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168688469","'882360001273689","2018-05-01 09:00:09","2018-05-01 09:04:02","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168690275","'882360001273870","2018-05-01 09:00:09","2018-05-01 09:04:02","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168687982","'882360001273641","2018-05-01 09:00:09","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168689566","'882360001273799","2018-05-01 09:00:09","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350873","'882360001616587","2018-05-01 09:00:09","2018-05-01 09:04:06","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169350394","'882360001616539","2018-05-01 09:00:09","2018-05-01 09:04:07","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686703","'882360001273513","2018-05-01 09:00:09","2018-05-01 09:04:08","1024","'234","'10","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168617602","'447937721603","2018-05-01 09:00:09","2018-05-01 09:04:09","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169564929","'882360001637992","2018-05-01 09:00:09","2018-05-01 09:02:44","1024","'334","'020","UKJ 3MB@1.75 OU 0.60 USD GFM Z2"
"'8944502511169350626","'882360001616562","2018-05-01 09:00:09","2018-05-01 09:04:03","1024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168690853","'882360001273928","2018-05-01 09:00:09","2018-05-01 09:04:05","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686737","'882360001273516","2018-05-01 09:00:09","2018-05-01 09:04:05","1024","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005179900123","'882360002506722","2018-05-01 09:00:09","2018-05-01 09:00:32","1024","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
